id,protocol_ver,max_power,channels_num,duty_cycle_refresh,lora_protocol,lora_protocol_ver,transmission_param_id,stat_model,dev_id,name,firmware,lat,lng,antena_gain
111111,STIOT v 1.01,14,8,00:42:08,LoRa@FIIT,1.0,1,"[{""sf"": 7, ""pw"": 10, ""rw"": 8}, {""sf"": 7, ""pw"": 11, ""rw"": 8}, {""sf"": 7, ""pw"": 12, ""rw"": 8}, {""sf"": 7, ""pw"": 13, ""rw"": 8}, {""sf"": 7, ""pw"": 14, ""rw"": 8}, {""sf"": 7, ""pw"": 15, ""rw"": 9}, {""sf"": 8, ""pw"": 10, ""rw"": 8}, {""sf"": 8, ""pw"": 11, ""rw"": 8}, {""sf"": 8, ""pw"": 12, ""rw"": 8}, {""sf"": 8, ""pw"": 13, ""rw"": 8}, {""sf"": 8, ""pw"": 14, ""rw"": 8}, {""sf"": 8, ""pw"": 15, ""rw"": 9}, {""sf"": 9, ""pw"": 10, ""rw"": 8}, {""sf"": 9, ""pw"": 11, ""rw"": 8}, {""sf"": 9, ""pw"": 12, ""rw"": 8}, {""sf"": 9, ""pw"": 13, ""rw"": 8}, {""sf"": 9, ""pw"": 14, ""rw"": 9}, {""sf"": 10, ""pw"": 10, ""rw"": 8}, {""sf"": 10, ""pw"": 11, ""rw"": 8}, {""sf"": 10, ""pw"": 12, ""rw"": 8}, {""sf"": 10, ""pw"": 13, ""rw"": 8}, {""sf"": 10, ""pw"": 14, ""rw"": 8}, {""sf"": 10, ""pw"": 15, ""rw"": 9}, {""sf"": 11, ""pw"": 10, ""rw"": 8}, {""sf"": 11, ""pw"": 11, ""rw"": 8}, {""sf"": 11, ""pw"": 12, ""rw"": 8}, {""sf"": 11, ""pw"": 13, ""rw"": 8}, {""sf"": 11, ""pw"": 14, ""rw"": 8}, {""sf"": 11, ""pw"": 15, ""rw"": 9}, {""sf"": 12, ""pw"": 10, ""rw"": 8}, {""sf"": 12, ""pw"": 11, ""rw"": 8}, {""sf"": 12, ""pw"": 12, ""rw"": 8}, {""sf"": 12, ""pw"": 13, ""rw"": 8}, {""sf"": 12, ""pw"": 14, ""rw"": 8}, {""sf"": 12, ""pw"": 15, ""rw"": 10}]",1,,,,,
123456,STIOT v 1.01,14,8,00:44:59,LoRa@FIIT,1.0,1,"[{""sf"": 7, ""pw"": 10, ""rw"": 8}, {""sf"": 7, ""pw"": 11, ""rw"": 8}, {""sf"": 7, ""pw"": 12, ""rw"": 8}, {""sf"": 7, ""pw"": 13, ""rw"": 8}, {""sf"": 7, ""pw"": 14, ""rw"": 8}, {""sf"": 7, ""pw"": 15, ""rw"": 9}, {""sf"": 8, ""pw"": 10, ""rw"": 8}, {""sf"": 8, ""pw"": 11, ""rw"": 8}, {""sf"": 8, ""pw"": 12, ""rw"": 8}, {""sf"": 8, ""pw"": 13, ""rw"": 8}, {""sf"": 8, ""pw"": 14, ""rw"": 8}, {""sf"": 8, ""pw"": 15, ""rw"": 9}, {""sf"": 9, ""pw"": 10, ""rw"": 8}, {""sf"": 9, ""pw"": 11, ""rw"": 8}, {""sf"": 9, ""pw"": 12, ""rw"": 8}, {""sf"": 9, ""pw"": 13, ""rw"": 8}, {""sf"": 9, ""pw"": 14, ""rw"": 9}, {""sf"": 10, ""pw"": 10, ""rw"": 8}, {""sf"": 10, ""pw"": 11, ""rw"": 8}, {""sf"": 10, ""pw"": 12, ""rw"": 8}, {""sf"": 10, ""pw"": 13, ""rw"": 8}, {""sf"": 10, ""pw"": 14, ""rw"": 8}, {""sf"": 10, ""pw"": 15, ""rw"": 9}, {""sf"": 11, ""pw"": 10, ""rw"": 8}, {""sf"": 11, ""pw"": 11, ""rw"": 8}, {""sf"": 11, ""pw"": 12, ""rw"": 8}, {""sf"": 11, ""pw"": 13, ""rw"": 8}, {""sf"": 11, ""pw"": 14, ""rw"": 8}, {""sf"": 11, ""pw"": 15, ""rw"": 9}, {""sf"": 12, ""pw"": 10, ""rw"": 8}, {""sf"": 12, ""pw"": 11, ""rw"": 8}, {""sf"": 12, ""pw"": 12, ""rw"": 8}, {""sf"": 12, ""pw"": 13, ""rw"": 8}, {""sf"": 12, ""pw"": 14, ""rw"": 8}, {""sf"": 12, ""pw"": 15, ""rw"": 10}]",2,,,,,
